Time ,Xa,Ya,Za,,,,,,
13.04029304,-1.07,0.16,0,,,0,-1,356,0.03663003663
13.07692308,-2.13,0.26,0.04,,,-0.04,-1,357,0.03663003663
13.11355311,-1.09,0.25,0.04,,,-0.04,-1,358,0.03663003663
13.15018315,-1,0.16,0.01,,,-0.01,-1,359,0.03663003663
13.18681319,-1.06,0.16,0.02,,,-0.02,-1,360,0.03663003663
13.22344322,-1.01,0.1,0,,,0,-1,361,0.03663003663
13.26007326,-1.08,0.2,0.02,,,-0.02,-1,362,0.03663003663
13.2967033,0,0,0.03,,,-0.03,-1,363,0.03663003663
13.33333333,-1.11,0.15,0,,,0,-1,364,0.03663003663
13.36996337,-1,0.16,0.01,,,-0.01,-1,365,0.03663003663
13.40659341,-1.11,0.21,0.01,,,-0.01,-1,366,0.03663003663
13.44322344,-1.1,0.19,0.02,,,-0.02,-1,367,0.03663003663
13.47985348,-0.99,0.22,0.03,,,-0.03,-1,368,0.03663003663
13.51648352,-0.97,0.1,-0.01,,,0.01,-1,369,0.03663003663
13.55311355,-1.05,0.21,0.02,,,-0.02,-1,370,0.03663003663
13.58974359,-1.09,0.26,0.04,,,-0.04,-1,371,0.03663003663
13.62637363,-1.04,0.21,0.04,,,-0.04,-1,372,0.03663003663
13.66300366,-0.96,0.11,0,,,0,-1,373,0.03663003663
13.6996337,-1.05,0.1,-0.01,,,0.01,-1,374,0.03663003663
